[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MID_STAGE_X0042: 脫離森林
MID_STAGE_X0043: 英雄王阿雷武
MID_STAGE_HONOR_T0005: 解放之王
MID_STAGE_T0005: 賽菲爾
MID_Summon_05_gaiden01: 新英雄召喚　共鳴の世界
MID_Summon_05_gaiden01_02: ピックアップ　ゼフィール対抗
MID_MISSION_S201707BIND01_TITLE: 騎馬の極意
MID_MISSION_S201707BIND01_A1: 特殊：修練の塔・第３階層突破
MID_MISSION_H_S201707BIND01_A1: 全員騎馬の仲間で、\n修練の塔・第３階層をクリア。
MID_MISSION_S201707BIND01_A2: 特殊：外伝１－３節突破
MID_MISSION_H_S201707BIND01_A2: 全員騎馬の仲間で、\n外伝１－３節をクリア。
MID_MISSION_S201707BIND01_A3: 特殊：修練の塔・第５階層突破
MID_MISSION_H_S201707BIND01_A3: 全員騎馬の仲間で、\n修練の塔・第５階層をクリア。
MID_MISSION_S201707BIND01_A4: 特殊：外伝２－１節ハード突破
MID_MISSION_H_S201707BIND01_A4: 全員騎馬の仲間で、\n外伝２－１節ハードをクリア。
MID_MISSION_S201707BIND01_A5: 特殊：修練の塔・第７階層突破
MID_MISSION_H_S201707BIND01_A5: 全員騎馬の仲間で、\n修練の塔・第７階層をクリア。
MID_MISSION_S201707BIND01_A6: 特殊：外伝３－３節ルナ突破
MID_MISSION_H_S201707BIND01_A6: 全員騎馬の仲間で、\n外伝３－３節ルナティックをクリア。
MID_MISSION_S201707BIND01_A7: 特殊：修練の塔・第９階層突破
MID_MISSION_H_S201707BIND01_A7: 全員騎馬の仲間で、\n修練の塔・第９階層をクリア。
MID_MISSION_S201707BIND01_A8: 特殊：外伝４－３節ルナ突破
MID_MISSION_H_S201707BIND01_A8: 全員騎馬の仲間で、\n外伝４－３節ルナティックをクリア。
MID_MISSION_S201707HERO01_TITLE: 大英雄戦
MID_MISSION_S201707HERO01_A1: 特殊：白狼ロイド突破
MID_MISSION_H_S201707HERO01_A1: シャロンを自軍に入れて、\n大英雄戦・白狼ロイドをクリア。
MID_MISSION_S201707HERO01_A2: 特殊：白狼ロイド突破
MID_MISSION_H_S201707HERO01_A2: 白狼ロイドを自軍に入れて、\n大英雄戦・白狼ロイド\nルナティック以上をクリア。
MID_MISSION_S201707HERO01_A3: 特殊：白狼ロイド撃破
MID_MISSION_H_S201707HERO01_A3: シャロンで、\nレベル４０以上の白狼ロイドを撃破。
MID_MISSION_S201707HERO01_A4: 特殊：白狼ロイド撃破
MID_MISSION_H_S201707HERO01_A4: 白狼ロイドで、\nレベル４０以上の白狼ロイドを撃破。
MID_MISSION_S201707STORY01_TITLE: 仇敵
MID_MISSION_S201707STORY01_A1: 特殊：１２章－１節ルナ突破
MID_MISSION_H_S201707STORY01_A1: 剣の仲間を自軍に入れて、\n１２章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A2: 特殊：１２章－２節ルナ突破
MID_MISSION_H_S201707STORY01_A2: 槍の仲間を自軍に入れて、\n１２章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A3: 特殊：１２章－３節ルナ突破
MID_MISSION_H_S201707STORY01_A3: 斧の仲間を自軍に入れて、\n１２章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A4: 特殊：１２章－４節ルナ突破
MID_MISSION_H_S201707STORY01_A4: 剣の仲間を自軍に入れて、\n１２章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A5: 特殊：１２章－５節ルナ突破
MID_MISSION_H_S201707STORY01_A5: 槍の仲間を自軍に入れて、\n１２章－５節ルナティックを\n４人全員生存でクリア。
MPID_デューテ: 迪優特
MPID_グレイ: 格萊
MPID_マチルダ: 瑪蒂爾達
MPID_クレーベ: 克雷貝
MPID_HONOR_デューテ: 不受拘束
MPID_HONOR_グレイ: 可靠的大哥
MPID_HONOR_マチルダ: 傳說中的女騎士
MPID_HONOR_クレーベ: 為理想而戰
MPID_H_デューテ: 森林村落的魔道士，魯特的妹妹。\n雖然是個魔道天才，但非常討厭修練及努力。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_グレイ: 拉姆村的村民，是阿雷武的兒時玩伴。\n很懂人情世故，相當機靈。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_マチルダ: 索菲亞解放軍的聖騎士，是克雷貝的戀人。\n同時具備鬼神般的強悍與疼愛戀人的溫柔。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_クレーベ: 索菲亞解放軍的騎士，也是前首領。克萊爾的哥哥。\n身為王國第一的騎士，擁有高潔理想。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_VOICE_デューテ: 鈴木絵理(Eri Suzuki)
MPID_VOICE_グレイ: 谷山紀章(Kisho Taniyama)
MPID_VOICE_マチルダ: 甲斐田裕子(Yuhko Kaida)
MPID_VOICE_クレーベ: 神谷浩史(Hiroshi Kamiya)
MPID_ILLUST_デューテ: みわべさくら(Sakura Miwabe)
MPID_ILLUST_グレイ: かわすみ(kawasumi)
MPID_ILLUST_マチルダ: 岡谷(Okaya)
MPID_ILLUST_クレーベ: Tobi
MSID_斬馬刀: 斬馬刀
MSID_斬馬刀＋: 斬馬刀＋
MSID_ホースキラー: 殺馬槍
MSID_ホースキラー＋: 殺馬槍＋
MSID_オーラ外伝: 共鳴輝光
MSID_相性殺し1: 抵銷互克１
MSID_相性殺し2: 抵銷互克２
MSID_相性殺し3: 抵銷互克３
MSID_攻撃の大紋章1: 攻擊大紋章１
MSID_攻撃の大紋章2: 攻擊大紋章２
MSID_剣の技量1: 劍之技巧１
MSID_剣の技量2: 劍之技巧２
MSID_剣の技量3: 劍之技巧３
MSID_H_斬馬刀: 克制騎馬
MSID_H_斬馬刀＋: 克制騎馬
MSID_H_ホースキラー: 克制騎馬
MSID_H_ホースキラー＋: 克制騎馬
MSID_H_オーラ外伝: 回合開始時，周圍１格內我方的劍、槍、斧、龍單位的\n攻擊＋６（１回合）
MSID_H_相性殺し1: 抵銷自身及敵方技能的三角互克強化效果
MSID_H_相性殺し2: 抵銷自身技能的三角互克強化效果，當三角互克\n對自己不利時，抵銷敵方技能的強化效果
MSID_H_相性殺し3: 抵銷自身技能的三角互克強化效果，當三角互克\n對自己不利時，反轉敵方技能的強化效果
MSID_H_攻撃の大紋章1: 周圍２格內的我方，\n戰鬥中的攻擊＋２
MSID_H_攻撃の大紋章2: 周圍２格內的我方，\n戰鬥中的攻擊＋３
MSID_H_剣の技量1: 存活時，若自己武器為劍，則可透過戰鬥取得１．５倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_剣の技量2: 存活時，武器為劍的我方皆可透過戰鬥取得１．５倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_剣の技量3: 存活時，武器為劍的我方皆可透過戰鬥取得２倍ＳＰ\n（若有多個相同系統效果，僅取最大值，不重複累計）
MID_CHAPTER_TITLE_C0013: 第１２章
MID_CHAPTER_C0013: 仇敵
MID_STAGE_TITLE_S1301: 第１２章—第１節
MID_STAGE_TITLE_S1302: 第１２章—第２節
MID_STAGE_TITLE_S1303: 第１２章—第３節
MID_STAGE_TITLE_S1304: 第１２章—第４節
MID_STAGE_TITLE_S1305: 第１２章—第５節
MID_STAGE_S1301: 水閘
MID_STAGE_S1302: 追擊仇敵
MID_STAGE_S1303: 沙漠堡壘
MID_STAGE_S1304: 女神的神殿
MID_STAGE_S1305: 帝國皇子布魯諾
MID_MISSION_S0024HERO03_TITLE: 大英雄戦
MID_MISSION_S0024HERO03_A1: 特殊：三竜将ナーシェン突破
MID_MISSION_H_S0024HERO03_A1: アルフォンスを自軍に入れて、\n大英雄戦・三竜将ナーシェンをクリア。
MID_MISSION_S0024HERO03_A2: 特殊：三竜将ナーシェン突破
MID_MISSION_H_S0024HERO03_A2: 三竜将ナーシェンを自軍に入れて、\n大英雄戦・三竜将ナーシェン\nハードをクリア。
MID_MISSION_S0024HERO03_A3: 特殊：三竜将ナーシェンを撃破
MID_MISSION_H_S0024HERO03_A3: アルフォンスで、\n三竜将ナーシェンを撃破。
MID_MISSION_S0024HERO03_A4: 特殊：三竜将ナーシェンを撃破
MID_MISSION_H_S0024HERO03_A4: 三竜将ナーシェンで、\nレベル３５以上の三竜将ナーシェンを撃破。
MID_MISSION_S0025HOLY02_TITLE: 聖印
MID_MISSION_S0025HOLY02_A1: 敵を撃破
MID_MISSION_H_S0025HOLY02_A1: 敵を撃破。
MID_MISSION_S0025HOLY02_A2: アルフォンスで撃破
MID_MISSION_H_S0025HOLY02_A2: アルフォンスで、敵を撃破。
MID_MISSION_S0025HOLY02_A3: シャロンで撃破
MID_MISSION_H_S0025HOLY02_A3: シャロンで、敵を撃破。
MID_MISSION_S0025HOLY02_A4: アンナで撃破
MID_MISSION_H_S0025HOLY02_A4: アンナで、敵を撃破。
MID_MISSION_S0025HOLY02_B1: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY02_B1: フェリシアで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY02_B2: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY02_B2: ドニで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY02_B3: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY02_B3: ドーガで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY02_C1: 特殊：LV３５以上を撃破
MID_MISSION_H_S0025HOLY02_C1: カザハナで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0025HOLY02_C2: 特殊：LV３５以上を撃破
MID_MISSION_H_S0025HOLY02_C2: バーツで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0027VMAP02_TITLE: コザキユースケ
MID_MISSION_S0027VMAP02_A1: 特殊：挑戦１突破
MID_MISSION_H_S0027VMAP02_A1: 挑戦１を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A2: 特殊：挑戦２突破
MID_MISSION_H_S0027VMAP02_A2: 赤属性の仲間を自軍に入れて、\n挑戦２を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A3: 特殊：挑戦３突破
MID_MISSION_H_S0027VMAP02_A3: 青属性の仲間を自軍に入れて、\n挑戦３を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A4: 特殊：挑戦４突破
MID_MISSION_H_S0027VMAP02_A4: 緑属性の仲間を自軍に入れて、\n挑戦４を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A5: 特殊：挑戦５突破
MID_MISSION_H_S0027VMAP02_A5: 無属性の仲間を自軍に入れて、\n挑戦５を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A6: 特殊：挑戦１ハード突破
MID_MISSION_H_S0027VMAP02_A6: 挑戦１ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A7: 特殊：挑戦２ハード突破
MID_MISSION_H_S0027VMAP02_A7: 赤属性の仲間を自軍に入れて、\n挑戦２ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A8: 特殊：挑戦３ハード突破
MID_MISSION_H_S0027VMAP02_A8: 青属性の仲間を自軍に入れて、\n挑戦３ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A9: 特殊：挑戦４ハード突破
MID_MISSION_H_S0027VMAP02_A9: 緑属性の仲間を自軍に入れて、\n挑戦４ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A10: 特殊：挑戦５ハード突破
MID_MISSION_H_S0027VMAP02_A10: 無属性の仲間を自軍に入れて、\n挑戦５ハードを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_TITLE: 共鳴の儀式
MID_MISSION_S201705STORY01_A1: 特殊：１１章－１節ルナ突破
MID_MISSION_H_S201705STORY01_A1: 剣の仲間を自軍に入れて、\n１１章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A2: 特殊：１１章－２節ルナ突破
MID_MISSION_H_S201705STORY01_A2: 槍の仲間を自軍に入れて、\n１１章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A3: 特殊：１１章－３節ルナ突破
MID_MISSION_H_S201705STORY01_A3: 斧の仲間を自軍に入れて、\n１１章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A4: 特殊：１１章－４節ルナ突破
MID_MISSION_H_S201705STORY01_A4: 剣の仲間を自軍に入れて、\n１１章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A5: 特殊：１１章－５節ルナ突破
MID_MISSION_H_S201705STORY01_A5: 槍の仲間を自軍に入れて、\n１１章－５節ルナティックを\n４人全員生存でクリア。
MPID_ボーイ: 波伊
MPID_セリカ: 賽莉卡
MPID_ジェニー: 傑妮
MPID_メイ: 梅伊
MPID_HONOR_ボーイ: 冷靜的勞碌命
MPID_HONOR_セリカ: 慈悲的公主
MPID_HONOR_ジェニー: 討人喜歡
MPID_HONOR_メイ: 空轉的活力
MPID_H_ボーイ: 諾瓦島的魔道士，出身貧困的勞碌命。\n總是保持冷靜，但不擅長應付魔物。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_セリカ: 諾瓦島的神官，真正的身分是索菲亞王國的公主。\n個性悲天憫人、不喜爭鬥，右手有聖痕。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_ジェニー: 諾瓦島的年輕修女，個性文靜。\n喜歡幻想和寫故事。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_メイ: 諾瓦島的魔道士，賽莉卡的摯友。\n總是充滿活力又氣勢十足，但似乎老是白費力氣。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_VOICE_ボーイ: 佐々木拓真(Takuma Sasaki)
MPID_VOICE_セリカ: 東山奈央(Nao Toyama)
MPID_VOICE_ジェニー: 堀中優希(Yuki Horinaka)
MPID_VOICE_メイ: 稲川英里(Eri Inagawa)
MPID_ILLUST_ボーイ: あおじ(Aoji)
MPID_ILLUST_セリカ: 藤川祥(Akira Fujikawa)
MPID_ILLUST_ジェニー: アマガイタロー(Amagaitaro)
MPID_ILLUST_メイ: がおう(Gaou)
MPID_ロイド: 洛伊德
MPID_HONOR_ロイド: 白狼
MPID_H_ロイド: 暗殺集團【黑牙】的一員，人稱【白狼】。\n首領的兒子。為了制裁惡人而執行任務。\n（登場作品：『ファイアーエムブレム　烈火の剣』）
MPID_VOICE_ロイド: 松田健一郎(Kenichirou Matsuda)
MPID_ILLUST_ロイド: pikomaro
MSID_ライナロック: 末世烈焰
MSID_ライナロック＋: 末世烈焰＋
MSID_ブラーアウル: 蒼藍夜梟
MSID_ブラーアウル＋: 蒼藍夜梟＋
MSID_グルンアウル: 翠綠夜梟
MSID_グルンアウル＋: 翠綠夜梟＋
MSID_遠距離防御1: 遠距離防禦１
MSID_遠距離防御2: 遠距離防禦２
MSID_遠距離防御3: 遠距離防禦３
MSID_生命の大地1: 生命大地１
MSID_生命の大地2: 生命大地２
MSID_生命の大地3: 生命大地３
MSID_神罰の杖1: 神罰之杖１
MSID_神罰の杖2: 神罰之杖２
MSID_神罰の杖3: 神罰之杖３
MSID_青魔の経験1: 青魔之經驗１
MSID_青魔の経験2: 青魔之經驗２
MSID_青魔の経験3: 青魔之經驗３
MSID_H_ライナロック: 若戰鬥開始時，自身ＨＰ為１００％，攻擊及速度＋５\n以此狀態攻擊時，戰鬥後自己受到５傷害
MSID_H_ライナロック＋: 若戰鬥開始時，自身ＨＰ為１００％，攻擊及速度＋５\n以此狀態攻擊時，戰鬥後自己受到５傷害
MSID_H_ブラーアウル: 戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_ブラーアウル＋: 戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_グルンアウル: 戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_グルンアウル＋: 戰鬥中的攻擊、速度、防守、魔防提升\n（提升數值為：緊鄰自己的我方人數×２)
MSID_H_遠距離防御1: 受到武器為弓、暗器、魔法、杖的敵人攻擊時，\n戰鬥中的防守及魔防＋２
MSID_H_遠距離防御2: 受到武器為弓、暗器、魔法、杖的敵人攻擊時，\n戰鬥中的防守及魔防＋４
MSID_H_遠距離防御3: 受到武器為弓、暗器、魔法、杖的敵人攻擊時，\n戰鬥中的防守及魔防＋６
MSID_H_生命の大地1: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的防守＋２
MSID_H_生命の大地2: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的防守＋４
MSID_H_生命の大地3: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的防守＋６
MSID_H_神罰の杖1: 若戰鬥開始時，自身ＨＰ為１００％，\n則杖的傷害計算公式和其他武器相同
MSID_H_神罰の杖2: 若戰鬥開始時，自身ＨＰ高於５０％，\n則杖的傷害計算公式和其他武器相同
MSID_H_神罰の杖3: 杖的傷害計算公式和其他武器相同
MSID_H_青魔の経験1: 存活時，若自己武器為青魔，則取得１．５倍經驗值\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_青魔の経験2: 存活時，武器為青魔的我方皆可取得１．５倍經驗值\n（若有多個相同系統效果，僅取最大值，不重複累計）
MSID_H_青魔の経験3: 存活時，武器為青魔的我方皆可取得２倍經驗值\n（若有多個相同系統效果，僅取最大值，不重複累計）
MID_CHAPTER_TITLE_C0012: 第１１章
MID_CHAPTER_C0012: 共鳴儀式
MID_STAGE_TITLE_S1201: 第１１章—第１節
MID_STAGE_TITLE_S1202: 第１１章—第２節
MID_STAGE_TITLE_S1203: 第１１章—第３節
MID_STAGE_TITLE_S1204: 第１１章—第４節
MID_STAGE_TITLE_S1205: 第１１章—第５節
MID_STAGE_S1201: 慈悲的公主
MID_STAGE_S1202: 海戰
MID_STAGE_S1203: 恐怖之山
MID_STAGE_S1204: 海戰重現
MID_STAGE_S1205: 詛咒領域
MID_STAGE_HONOR_V0041: コザキユースケ
MID_STAGE_V0041: 挑戦１
MID_STAGE_HONOR_V0042: コザキユースケ
MID_STAGE_V0042: 挑戦２
MID_STAGE_HONOR_V0043: コザキユースケ
MID_STAGE_V0043: 挑戦３
MID_STAGE_HONOR_V0044: コザキユースケ
MID_STAGE_V0044: 挑戦４
MID_STAGE_HONOR_V0045: コザキユースケ
MID_STAGE_V0045: 挑戦５
MID_STAGE_HONOR_T0009: 白狼
MID_STAGE_T0009: 洛伊德
MID_Summon_07_gaiden03: 新英雄召喚　共鳴の儀式
MID_Summon_07_gaiden03_02: ピックアップ　ロイド対抗
MID_Summon_07_gaiden03_03: ピックアップ　３すくみ有利
MPID_ベルクト: 貝爾克特
MPID_レオ: 雷歐
MPID_セーバー: 賽巴
MPID_ソニア: 索尼婭
MPID_HONOR_ベルクト: 傲慢的王子
MPID_HONOR_レオ: 少女心
MPID_HONOR_セーバー: 另有隱情的傭兵
MPID_HONOR_ソニア: 復仇的魔道士
MPID_H_ベルクト: 利蓋爾帝國的王族，被視為下一任的皇帝。\n雖然高傲自大，但打從心底深愛著戀人莉奈雅。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_レオ: 索菲亞王國的弓箭手，自戀的美男子。\n對老大哥巴爾博相當仰慕。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_セーバー: 諾瓦港的傭兵，雖然來歷不明，但本領高超。\n只要有錢可賺，無論什麼委託都願意接。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_H_ソニア: 受雇於吉斯的魔道士，個性冷靜，喜愛華麗裝扮。\n雖是朱達的女兒，卻立誓對父親復仇。\n（登場作品：『ファイアーエムブレム　Echoes』）
MPID_VOICE_ベルクト: 鈴木達央(Tatsuhisa Suzuki)
MPID_VOICE_レオ: 高橋孝治(Kouji Takahashi)
MPID_VOICE_セーバー: 子安武人(Takehito Koyasu)
MPID_VOICE_ソニア: 下田レイ(Rei Shimoda)
MPID_ILLUST_ベルクト: 麻谷知世(Tomoyo Asatani)
MPID_ILLUST_レオ: ミヤジマハル(Haru Miyajima)
MPID_ILLUST_セーバー: п猫Ｒ(PenekoR)
MPID_ILLUST_ソニア: 由良(Yura)
MSID_キルソード2: 必殺劍鍛
MSID_キルソード2＋: 必殺劍鍛＋
MSID_キラーボウ2: 必殺弓鍛
MSID_キラーボウ2＋: 必殺弓鍛＋
MSID_エクスカリバー外伝: 共鳴埃克斯卡利伯
MSID_ベルクトの槍: 貝爾克特之槍
MSID_ベルクトの槍＋: 貝爾克特之槍＋
MSID_HP速さ1: ＨＰ速度１
MSID_HP速さ2: ＨＰ速度２
MSID_鬼神明鏡の一撃1: 鬼神明鏡擊１
MSID_鬼神明鏡の一撃2: 鬼神明鏡擊２
MSID_生命の静水1: 生命靜水１
MSID_生命の静水2: 生命靜水２
MSID_生命の静水3: 生命靜水３
MSID_盾の鼓動1: 盾之躍動１
MSID_盾の鼓動2: 盾之躍動２
MSID_盾の鼓動3: 盾之躍動３
MSID_魔防の謀策1: 魔防謀策１
MSID_魔防の謀策2: 魔防謀策２
MSID_魔防の謀策3: 魔防謀策３
MSID_H_キルソード2: 容易發動奧義（發動計量－１）
MSID_H_キルソード2＋: 容易發動奧義（發動計量－１）
MSID_H_キラーボウ2: 克制飛行　容易發動奧義（發動計量－１）
MSID_H_キラーボウ2＋: 克制飛行　容易發動奧義（發動計量－１）
MSID_H_エクスカリバー外伝: 發動奧義時，奧義造成的傷害＋１０
MSID_H_ベルクトの槍: 受到敵人攻擊時，魔防＋４
MSID_H_ベルクトの槍＋: 受到敵人攻擊時，魔防＋４
MSID_H_HP速さ1: ＨＰ＋３，速度＋１
MSID_H_HP速さ2: ＨＰ＋４，速度＋２
MSID_H_鬼神明鏡の一撃1: 由自己發動攻擊時，戰鬥中的攻擊及魔防＋２
MSID_H_鬼神明鏡の一撃2: 由自己發動攻擊時，戰鬥中的攻擊及魔防＋４
MSID_H_生命の静水1: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的魔防＋２
MSID_H_生命の静水2: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的魔防＋４
MSID_H_生命の静水3: 若戰鬥開始時，ＨＰ高於敵人３以上，\n戰鬥中的魔防＋６
MSID_H_盾の鼓動1: 若裝備有一旦遭遇敵人攻擊就會發動的奧義，\n則於第１回合開始時，奧義發動計量－１
MSID_H_盾の鼓動2: 若裝備有一旦遭遇敵人攻擊就會發動的奧義，\n則於第１回合開始時，奧義發動計量－１\n且奧義發動時，所受傷害－５
MSID_H_盾の鼓動3: 若裝備有一旦遭遇敵人攻擊就會發動的奧義，\n則於第１回合開始時，奧義發動計量－２\n且奧義發動時，所受傷害－５
MSID_H_魔防の謀策1: 回合開始時，位於十字方向上、魔防低於自己的敵人\n魔防－３（直到敵人下次行動結束）
MSID_H_魔防の謀策2: 回合開始時，位於十字方向上、魔防低於自己的敵人\n魔防－４（直到敵人下次行動結束）
MSID_H_魔防の謀策3: 回合開始時，位於十字方向上、魔防低於自己的敵人\n魔防－５（直到敵人下次行動結束）
MID_STAGE_HONOR_T0012: 傲慢的王子
MID_STAGE_T0012: 貝爾克特
MID_MISSION_M201706A_TITLE: ６月ミッションＡ
MID_MISSION_M201706A_A1: 青属性で撃破
MID_MISSION_H_M201706A_A1: 青属性の味方で、敵を撃破。
MID_MISSION_M201706A_A2: 歩行で撃破
MID_MISSION_H_M201706A_A2: 歩行の味方で、敵を撃破。
MID_MISSION_M201706A_A3: 緑属性を撃破
MID_MISSION_H_M201706A_A3: 緑属性の敵を撃破。
MID_MISSION_M201706A_A4: 飛行を撃破
MID_MISSION_H_M201706A_A4: 飛行の敵を撃破。
MID_MISSION_M201706A_A5: 闘技場で勝利
MID_MISSION_H_M201706A_A5: 闘技場で勝利。
MID_MISSION_M201706A_A6: 赤属性で、LV２０以上を撃破
MID_MISSION_H_M201706A_A6: 赤属性の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201706A_A7: 飛行で、LV２０以上を撃破
MID_MISSION_H_M201706A_A7: 飛行の味方で、\nレベル２０以上の敵を撃破。
MID_MISSION_M201706A_A8: ＬＶ２０以上の青属性を撃破
MID_MISSION_H_M201706A_A8: レベル２０以上の青属性の敵を撃破。
MID_MISSION_M201706A_A9: ＬＶ２０以上の歩行を撃破
MID_MISSION_H_M201706A_A9: レベル２０以上の歩行の敵を撃破。
MID_MISSION_M201706A_A10: 闘技場・中級以上で勝利
MID_MISSION_H_M201706A_A10: 闘技場・中級以上で勝利。
MID_MISSION_M201706A_A11: 緑属性で、LV３５以上を撃破
MID_MISSION_H_M201706A_A11: 緑属性の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201706A_A12: 騎馬で、LV３５以上を撃破
MID_MISSION_H_M201706A_A12: 騎馬の味方で、\nレベル３５以上の敵を撃破。
MID_MISSION_M201706A_A13: ＬＶ３５以上の赤属性を撃破
MID_MISSION_H_M201706A_A13: レベル３５以上の赤属性の敵を撃破。
MID_MISSION_M201706A_A14: ＬＶ３５以上の騎馬を撃破
MID_MISSION_H_M201706A_A14: レベル３５以上の騎馬の敵を撃破。
MID_MISSION_M201706A_A15: 闘技場・上級で勝利
MID_MISSION_H_M201706A_A15: 闘技場・上級で勝利。
MID_MISSION_M201706B_TITLE: ６月ミッションＢ
MID_MISSION_M201706B_A1: 特殊：修練の塔・第１階層突破
MID_MISSION_H_M201706B_A1: 修練の塔・第１階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A2: 特殊：修練の塔・第２階層突破
MID_MISSION_H_M201706B_A2: 修練の塔・第２階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A3: 特殊：修練の塔・第３階層突破
MID_MISSION_H_M201706B_A3: 修練の塔・第３階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A4: 特殊：修練の塔・第４階層突破
MID_MISSION_H_M201706B_A4: 修練の塔・第４階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A5: 特殊：修練の塔・第５階層突破
MID_MISSION_H_M201706B_A5: 修練の塔・第５階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A6: 特殊：修練の塔・第６階層突破
MID_MISSION_H_M201706B_A6: 修練の塔・第６階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A7: 特殊：修練の塔・第７階層突破
MID_MISSION_H_M201706B_A7: 修練の塔・第７階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A8: 特殊：修練の塔・第８階層突破
MID_MISSION_H_M201706B_A8: 修練の塔・第８階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A9: 特殊：修練の塔・第９階層突破
MID_MISSION_H_M201706B_A9: 修練の塔・第９階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A10: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201706B_A10: 修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A11: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201706B_A11: 全員歩行の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A12: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201706B_A12: 全員重装の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A13: 特殊：修練の塔・１０階層突破
MID_MISSION_H_M201706B_A13: 全員騎馬の仲間で、\n修練の塔・第１０階層を\n４人全員生存でクリア。
MID_MISSION_M201706B_A14: 特殊：修練の塔・１０階層突破
