[Heroes Archive] (Data_00_first)


Heroes Message Name: Message


MID_MISSION_M0001_TITLE: ２月ミッション
MSID_H_ニンジンの槍＋: 自分から攻撃した時、戦闘後、ＨＰ４回復
MSID_H_青の卵: 自分から攻撃した時、戦闘後、ＨＰ４回復
MSID_H_青の卵＋: 自分から攻撃した時、戦闘後、ＨＰ４回復
MSID_H_緑の卵: 自分から攻撃した時、戦闘後、ＨＰ４回復
MSID_H_緑の卵＋: 自分から攻撃した時、戦闘後、ＨＰ４回復
MSID_H_攻撃守備1: 攻撃、守備＋１
MSID_H_攻撃守備2: 攻撃、守備＋２
MSID_H_鬼神飛燕の一撃1: 自分から攻撃した時、戦闘中の攻撃、速さ＋２
MSID_H_鬼神飛燕の一撃2: 自分から攻撃した時、戦闘中の攻撃、速さ＋４
MSID_H_栄誉の喜び: 生存時、修練の塔クリア報酬の勲章入手量１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_豊穣の喜び: 生存時、修練の塔クリア報酬の結晶入手量１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_斧の経験1: 生存時、自身が武器種・斧なら入手経験値１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_斧の経験2: 生存時、自軍の武器種・斧は全員、入手経験値１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_斧の経験3: 生存時、自軍の武器種・斧は全員、入手経験値２倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MID_CHAPTER_TITLE_CX003: 外伝４
MID_CHAPTER_CX003: 豊穣の春祭り
MID_STAGE_TITLE_X0031: 外伝４－１節
MID_STAGE_TITLE_X0032: 外伝４－２節
MID_STAGE_TITLE_X0033: 外伝４－３節
MID_STAGE_X0031: 春色の花
MID_STAGE_X0032: 春色の卵
MID_STAGE_X0033: 春の共演
MID_STAGE_HONOR_T0002: 紅の剣士
MID_STAGE_T0002: ナバール
MID_Summon_04_spring01: 豊穣の春祭り
MID_Summon_04_spring01_02_A: ピックアップ　竜騎士編
MID_Summon_04_spring01_02_B: ピックアップ　天馬騎士編
MID_Summon_04_spring01_03: ピックアップ　ナバール対抗
MID_DAILY_LOGIN_BONUS_HOLY: 聖印記念ログインボーナス
MID_DAILY_LOGIN_BONUS_HEROFES: 英雄祭記念ログインボーナス
MID_DAILY_LOGIN_BONUS_GVG_201705: 大戦の旗（2017/5投票大戦でのみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201706: 大戦の旗（2017/6投票大戦でのみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201707: 大戦の旗（2017/7投票大戦でのみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201708: 大戦の旗（2017/8投票大戦でのみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201709: 大戦の旗（2017/9投票大戦でのみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201710: 大戦の旗（2017/10投票大戦のみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201711: 大戦の旗（2017/11投票大戦のみ使用可）
MID_DAILY_LOGIN_BONUS_GVG_201712: 大戦の旗（2017/12投票大戦のみ使用可）
MID_MISSION_S0007_TITLE: 共鳴の世界
MID_MISSION_S0007_A1: アルムで撃破
MID_MISSION_H_S0007_A1: アルムで、敵を撃破。
MID_MISSION_S0007_A2: エフィで撃破
MID_MISSION_H_S0007_A2: エフィで、敵を撃破。
MID_MISSION_S0007_A3: クレアで撃破
MID_MISSION_H_S0007_A3: クレアで、敵を撃破。
MID_MISSION_S0007_A4: ルカで撃破
MID_MISSION_H_S0007_A4: ルカで、敵を撃破。
MID_MISSION_S0007_A5: 特殊：外伝５－１節突破
MID_MISSION_H_S0007_A5: 青属性の仲間を自軍に入れて、\n外伝５－１節をクリア。
MID_MISSION_S0007_A6: 特殊：外伝５－２節突破
MID_MISSION_H_S0007_A6: 緑魔道の仲間を自軍に入れて、\n外伝５－２節をクリア。
MID_MISSION_S0007_A7: 特殊：外伝５－３節突破
MID_MISSION_H_S0007_A7: 騎馬の仲間を自軍に入れて、\n外伝５－３節をクリア。
MID_MISSION_S0007_A8: 特殊：外伝５－３節突破
MID_MISSION_H_S0007_A8: 飛行の仲間を自軍に入れて、\n外伝５－３節をクリア。
MID_MISSION_S0007_A9: 特殊：外伝５－１節ルナ突破
MID_MISSION_H_S0007_A9: 無属性の仲間を自軍に入れて、\n外伝５－１節ルナティックをクリア。
MID_MISSION_S0007_A10: 特殊：外伝５－２節ルナ突破
MID_MISSION_H_S0007_A10: 剣の仲間を自軍に入れて、\n外伝５－２節ルナティックをクリア。
MID_MISSION_S0007_A11: 特殊：外伝５－３節ルナ突破
MID_MISSION_H_S0007_A11: 重装の仲間を自軍に入れて、\n外伝５－３節ルナティックをクリア。
MID_MISSION_S0007_A12: 特殊：外伝５－１節ルナ突破
MID_MISSION_H_S0007_A12: 赤属性の仲間を自軍に入れて、\n外伝５－１節ルナティックをクリア。
MID_MISSION_S0023BIND01_TITLE: 飛行の極意
MID_MISSION_S0023BIND01_A1: 特殊：修練の塔・第３階層突破
MID_MISSION_H_S0023BIND01_A1: 全員飛行の仲間で、\n修練の塔・第３階層をクリア。
MID_MISSION_S0023BIND01_A2: 特殊：３章－５節突破
MID_MISSION_H_S0023BIND01_A2: 全員飛行の仲間で、\n３章－５節をクリア。
MID_MISSION_S0023BIND01_A3: 特殊：修練の塔・第５階層突破
MID_MISSION_H_S0023BIND01_A3: 全員飛行の仲間で、\n修練の塔・第５階層をクリア。
MID_MISSION_S0023BIND01_A4: 特殊：４章－３節ハード突破
MID_MISSION_H_S0023BIND01_A4: 全員飛行の仲間で、\n４章－３節ハードをクリア。
MID_MISSION_S0023BIND01_A5: 特殊：修練の塔・第７階層突破
MID_MISSION_H_S0023BIND01_A5: 全員飛行の仲間で、\n修練の塔・第７階層をクリア。
MID_MISSION_S0023BIND01_A6: 特殊：５章－４節ルナ突破
MID_MISSION_H_S0023BIND01_A6: 全員飛行の仲間で、\n５章－４節ルナティックをクリア。
MID_MISSION_S0023BIND01_A7: 特殊：修練の塔・第９階層突破
MID_MISSION_H_S0023BIND01_A7: 全員飛行の仲間で、\n修練の塔・第９階層をクリア。
MID_MISSION_S0023BIND01_A8: 特殊：９章－１節ルナ突破
MID_MISSION_H_S0023BIND01_A8: 全員飛行の仲間で、\n９章－１節ルナティックをクリア。
MID_MISSION_S0024HERO01_TITLE: 大英雄戦
MID_MISSION_S0024HERO01_A1: 特殊：謎多き軍師ルフレ突破
MID_MISSION_H_S0024HERO01_A1: アルフォンスを自軍に入れて、\n大英雄戦・謎多き軍師ルフレをクリア。
MID_MISSION_S0024HERO01_A2: 特殊：謎多き軍師ルフレ突破
MID_MISSION_H_S0024HERO01_A2: 紅の剣士ナバールを自軍に入れて、\n大英雄戦・謎多き軍師ルフレ\nハードをクリア。
MID_MISSION_S0024HERO01_A3: 特殊：謎多き軍師ルフレを撃破
MID_MISSION_H_S0024HERO01_A3: 謎多き軍師ルフレで、\nレベル３５以上の謎多き軍師ルフレを撃破。
MID_MISSION_S0024HERO01_A4: 特殊：謎多き軍師ルフレを撃破
MID_MISSION_H_S0024HERO01_A4: 紅の剣士ナバールで、\n謎多き軍師ルフレを撃破。
MID_MISSION_S0024HERO01_A5: 特殊：紅の剣士ナバール突破
MID_MISSION_H_S0024HERO01_A5: シャロンを自軍に入れて、\n大英雄戦・紅の剣士ナバールをクリア。
MID_MISSION_S0024HERO01_A6: 特殊：紅の剣士ナバール突破
MID_MISSION_H_S0024HERO01_A6: 謎多き軍師ルフレを自軍に入れて、\n大英雄戦・紅の剣士ナバール\nルナティックをクリア。
MID_MISSION_S0024HERO01_A7: 特殊：紅の剣士ナバールを撃破
MID_MISSION_H_S0024HERO01_A7: 紅の剣士ナバールで、\nレベル４０以上の紅の剣士ナバールを撃破。
MID_MISSION_S0024HERO01_A8: 特殊：紅の剣士ナバールを撃破
MID_MISSION_H_S0024HERO01_A8: 謎多き軍師ルフレで、\n紅の剣士ナバールを撃破。
MID_MISSION_S0025HOLY01_TITLE: 聖印
MID_MISSION_S0025HOLY01_A1: 敵を撃破
MID_MISSION_H_S0025HOLY01_A1: 敵を撃破。
MID_MISSION_S0025HOLY01_A2: アルフォンスで撃破
MID_MISSION_H_S0025HOLY01_A2: アルフォンスで、敵を撃破。
MID_MISSION_S0025HOLY01_A3: シャロンで撃破
MID_MISSION_H_S0025HOLY01_A3: シャロンで、敵を撃破。
MID_MISSION_S0025HOLY01_A4: アンナで撃破
MID_MISSION_H_S0025HOLY01_A4: アンナで、敵を撃破。
MID_MISSION_S0025HOLY01_B1: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY01_B1: ソフィーヤで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY01_B2: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY01_B2: ソールで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY01_B3: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY01_B3: ゼロで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY01_C1: 特殊：LV３５以上を撃破
MID_MISSION_H_S0025HOLY01_C1: ツバキで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0025HOLY01_C2: 特殊：LV３５以上を撃破
MID_MISSION_H_S0025HOLY01_C2: セシリアで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0026CRYSTAL01_TITLE: 育成応援
MID_MISSION_S0026CRYSTAL01_A1: 赤属性で撃破
MID_MISSION_H_S0026CRYSTAL01_A1: 赤属性の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A2: 青属性で撃破
MID_MISSION_H_S0026CRYSTAL01_A2: 青属性の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A3: 緑属性で撃破
MID_MISSION_H_S0026CRYSTAL01_A3: 緑属性の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A4: 無属性で撃破
MID_MISSION_H_S0026CRYSTAL01_A4: 無属性の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A5: 歩行で撃破
MID_MISSION_H_S0026CRYSTAL01_A5: 歩行の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A6: 重装で撃破
MID_MISSION_H_S0026CRYSTAL01_A6: 重装の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A7: 騎馬で撃破
MID_MISSION_H_S0026CRYSTAL01_A7: 騎馬の味方で、敵を撃破。
MID_MISSION_S0026CRYSTAL01_A8: 飛行で撃破
MID_MISSION_H_S0026CRYSTAL01_A8: 飛行の味方で、敵を撃破。
MID_MISSION_S0028CHARA01_TITLE: ペガサス三姉妹
MID_MISSION_S0028CHARA01_A1: 敵を撃破
MID_MISSION_H_S0028CHARA01_A1: 敵を撃破。
MID_MISSION_S0028CHARA01_A2: パオラで撃破
MID_MISSION_H_S0028CHARA01_A2: パオラで、敵を撃破。
MID_MISSION_S0028CHARA01_A3: カチュアで撃破
MID_MISSION_H_S0028CHARA01_A3: カチュアで、敵を撃破。
MID_MISSION_S0028CHARA01_B1: 特殊：LV２０以上を撃破
MID_MISSION_H_S0028CHARA01_B1: パオラで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0028CHARA01_B2: 特殊：LV２０以上を撃破
MID_MISSION_H_S0028CHARA01_B2: カチュアで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0028CHARA01_B3: 特殊：LV２０以上を撃破
MID_MISSION_H_S0028CHARA01_B3: エストで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0028CHARA01_C1: 特殊：LV３５以上を撃破
MID_MISSION_H_S0028CHARA01_C1: パオラで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0028CHARA01_C2: 特殊：LV３５以上を撃破
MID_MISSION_H_S0028CHARA01_C2: カチュアで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0028CHARA01_C3: 特殊：LV３５以上を撃破
MID_MISSION_H_S0028CHARA01_C3: エストで、\nレベル３５以上の敵を撃破。
MPID_ブルーノ皇子: ブルーノ
MPID_アルム: アルム
MPID_クレア: クレア
MPID_エフィ: エフィ
MPID_ルカ: ルカ
MPID_HONOR_アルム: 予言の勇者
MPID_HONOR_クレア: 高飛車お嬢様
MPID_HONOR_エフィ: 一途な恋心
MPID_HONOR_ルカ: 穏やかな皮肉屋
MPID_H_アルム: ラムの村で英雄マイセンに育てられた少年戦士。\n勇敢で心優しく、左手に聖痕を持つ。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_H_クレア: ソフィア解放軍のペガサスナイト。クレーベの妹。\nアルムに密かに恋い焦がれている。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_H_エフィ: ラムの村の少女。アルムの幼なじみ。\n幼い頃から盲目的に彼を思い続けている。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_H_ルカ: ソフィア解放軍のソルジャー。貴族の青年。\n人当たりはよいが物事を見る目は冷静で厳しい。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_VOICE_アルム: 花江夏樹
MPID_VOICE_クレア: 遠藤綾
MPID_VOICE_エフィ: 種﨑敦美
MPID_VOICE_ルカ: 櫻井孝宏
MPID_ILLUST_アルム: 新井テル子
MPID_ILLUST_クレア: 高木正文
MPID_ILLUST_エフィ: 紺藤ココン
MPID_ILLUST_ルカ: cuboon
MSID_ファルシオン外伝: ファルシオン
MSID_火薙ぎの弓: 火薙ぎの弓
MSID_火薙ぎの弓＋: 火薙ぎの弓＋
MSID_守備の城塞1: 守備の城塞１
MSID_守備の城塞2: 守備の城塞２
MSID_守備の城塞3: 守備の城塞３
MSID_一撃離脱: 一撃離脱
MSID_風薙ぎ1: 風薙ぎ１
MSID_風薙ぎ2: 風薙ぎ２
MSID_風薙ぎ3: 風薙ぎ３
MSID_弓の経験1: 弓の経験１
MSID_弓の経験2: 弓の経験２
MSID_弓の経験3: 弓の経験３
MSID_H_ファルシオン外伝: 竜特効\n３ターンに１回、ターン開始時ＨＰ１０回復
MSID_H_火薙ぎの弓: 飛行特効\n自分、敵ともに反撃不可
MSID_H_火薙ぎの弓＋: 飛行特効\n自分、敵ともに反撃不可
MSID_H_守備の城塞1: 攻撃－３、守備＋３
MSID_H_守備の城塞2: 攻撃－３、守備＋４
MSID_H_守備の城塞3: 攻撃－３、守備＋５
MSID_H_一撃離脱: 自分から攻撃した時、\n戦闘後、自分を１マス手前へ移動させる
MSID_H_風薙ぎ1: 自分から攻撃時、自身は追撃不可。敵が剣槍斧弓暗器で\n敵より速さが５以上高い時、敵は反撃不可。
MSID_H_風薙ぎ2: 自分から攻撃時、自身は追撃不可。敵が剣槍斧弓暗器で\n敵より速さが３以上高い時、敵は反撃不可。
MSID_H_風薙ぎ3: 自分から攻撃時、自身は追撃不可。敵が剣槍斧弓暗器で\n敵より速さが１以上高い時、敵は反撃不可。
MSID_H_弓の経験1: 生存時、自身が武器種・弓なら入手経験値１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_弓の経験2: 生存時、自軍の武器種・弓は全員、入手経験値１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_弓の経験3: 生存時、自軍の武器種・弓は全員、入手経験値２倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MID_CHAPTER_TITLE_CX004: 外伝５
MID_CHAPTER_CX004: 共鳴の世界
MID_STAGE_TITLE_X0041: 外伝５－１節
MID_STAGE_TITLE_X0042: 外伝５－２節
MID_STAGE_TITLE_X0043: 外伝５－３節
MID_STAGE_X0041: もう一人の英雄王
MID_STAGE_X0042: 林を抜けて
MID_STAGE_X0043: 英雄王アルム
MID_STAGE_HONOR_T0005: 解放の王
MID_STAGE_T0005: ゼフィール
MID_Summon_05_gaiden01: 新英雄召喚　共鳴の世界
MID_Summon_05_gaiden01_02: ピックアップ　ゼフィール対抗
MID_MISSION_S201707BIND01_TITLE: 騎馬の極意
MID_MISSION_S201707BIND01_A1: 特殊：修練の塔・第３階層突破
MID_MISSION_H_S201707BIND01_A1: 全員騎馬の仲間で、\n修練の塔・第３階層をクリア。
MID_MISSION_S201707BIND01_A2: 特殊：外伝１－３節突破
MID_MISSION_H_S201707BIND01_A2: 全員騎馬の仲間で、\n外伝１－３節をクリア。
MID_MISSION_S201707BIND01_A3: 特殊：修練の塔・第５階層突破
MID_MISSION_H_S201707BIND01_A3: 全員騎馬の仲間で、\n修練の塔・第５階層をクリア。
MID_MISSION_S201707BIND01_A4: 特殊：外伝２－１節ハード突破
MID_MISSION_H_S201707BIND01_A4: 全員騎馬の仲間で、\n外伝２－１節ハードをクリア。
MID_MISSION_S201707BIND01_A5: 特殊：修練の塔・第７階層突破
MID_MISSION_H_S201707BIND01_A5: 全員騎馬の仲間で、\n修練の塔・第７階層をクリア。
MID_MISSION_S201707BIND01_A6: 特殊：外伝３－３節ルナ突破
MID_MISSION_H_S201707BIND01_A6: 全員騎馬の仲間で、\n外伝３－３節ルナティックをクリア。
MID_MISSION_S201707BIND01_A7: 特殊：修練の塔・第９階層突破
MID_MISSION_H_S201707BIND01_A7: 全員騎馬の仲間で、\n修練の塔・第９階層をクリア。
MID_MISSION_S201707BIND01_A8: 特殊：外伝４－３節ルナ突破
MID_MISSION_H_S201707BIND01_A8: 全員騎馬の仲間で、\n外伝４－３節ルナティックをクリア。
MID_MISSION_S201707HERO01_TITLE: 大英雄戦
MID_MISSION_S201707HERO01_A1: 特殊：白狼ロイド突破
MID_MISSION_H_S201707HERO01_A1: シャロンを自軍に入れて、\n大英雄戦・白狼ロイドをクリア。
MID_MISSION_S201707HERO01_A2: 特殊：白狼ロイド突破
MID_MISSION_H_S201707HERO01_A2: 白狼ロイドを自軍に入れて、\n大英雄戦・白狼ロイド\nルナティック以上をクリア。
MID_MISSION_S201707HERO01_A3: 特殊：白狼ロイド撃破
MID_MISSION_H_S201707HERO01_A3: シャロンで、\nレベル４０以上の白狼ロイドを撃破。
MID_MISSION_S201707HERO01_A4: 特殊：白狼ロイド撃破
MID_MISSION_H_S201707HERO01_A4: 白狼ロイドで、\nレベル４０以上の白狼ロイドを撃破。
MID_MISSION_S201707STORY01_TITLE: 仇敵
MID_MISSION_S201707STORY01_A1: 特殊：１２章－１節ルナ突破
MID_MISSION_H_S201707STORY01_A1: 剣の仲間を自軍に入れて、\n１２章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A2: 特殊：１２章－２節ルナ突破
MID_MISSION_H_S201707STORY01_A2: 槍の仲間を自軍に入れて、\n１２章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A3: 特殊：１２章－３節ルナ突破
MID_MISSION_H_S201707STORY01_A3: 斧の仲間を自軍に入れて、\n１２章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A4: 特殊：１２章－４節ルナ突破
MID_MISSION_H_S201707STORY01_A4: 剣の仲間を自軍に入れて、\n１２章－４節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201707STORY01_A5: 特殊：１２章－５節ルナ突破
MID_MISSION_H_S201707STORY01_A5: 槍の仲間を自軍に入れて、\n１２章－５節ルナティックを\n４人全員生存でクリア。
MPID_デューテ: デューテ
MPID_グレイ: グレイ
MPID_マチルダ: マチルダ
MPID_クレーベ: クレーベ
MPID_HONOR_デューテ: やりたい放題
MPID_HONOR_グレイ: 頼れる兄貴分
MPID_HONOR_マチルダ: 伝説の女騎士
MPID_HONOR_クレーベ: 理想のために
MPID_H_デューテ: 森の村の魔道士。リュートの妹。\n天才的な魔道の才能を持つが、修行と努力が大嫌い。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_H_グレイ: ラムの村の村人。アルムの幼なじみ。\n世慣れていて要領がいい。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_H_マチルダ: ソフィア解放軍のパラディン。クレーベの恋人。\n鬼神の如き強さと彼を包み込む優しさを併せ持つ。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_H_クレーベ: ソフィア解放軍のナイトで元リーダー。クレアの兄。\n高潔な理想を持つ王国一の騎士。\n（登場：『ファイアーエムブレム　Echoes』）
MPID_VOICE_デューテ: 鈴木絵理
MPID_VOICE_グレイ: 谷山紀章
MPID_VOICE_マチルダ: 甲斐田裕子
MPID_VOICE_クレーベ: 神谷浩史
MPID_ILLUST_デューテ: みわべさくら
MPID_ILLUST_グレイ: かわすみ
MPID_ILLUST_マチルダ: 岡谷
MPID_ILLUST_クレーベ: Tobi
MSID_斬馬刀: 斬馬刀
MSID_斬馬刀＋: 斬馬刀＋
MSID_ホースキラー: ホースキラー
MSID_ホースキラー＋: ホースキラー＋
MSID_オーラ外伝: 共鳴オーラ
MSID_相性殺し1: 相性相殺１
MSID_相性殺し2: 相性相殺２
MSID_相性殺し3: 相性相殺３
MSID_攻撃の大紋章1: 攻撃の大紋章１
MSID_攻撃の大紋章2: 攻撃の大紋章２
MSID_剣の技量1: 剣の技量１
MSID_剣の技量2: 剣の技量２
MSID_剣の技量3: 剣の技量３
MSID_H_斬馬刀: 騎馬特効
MSID_H_斬馬刀＋: 騎馬特効
MSID_H_ホースキラー: 騎馬特効
MSID_H_ホースキラー＋: 騎馬特効
MSID_H_オーラ外伝: ターン開始時、周囲１マスの味方の剣、槍、斧、竜の\n攻撃＋６（１ターン）
MSID_H_相性殺し1: 自分のスキルによる３すくみ激化を無効化\n敵スキルによる３すくみ激化を無効化
MSID_H_相性殺し2: 自分のスキルによる３すくみ激化を無効化\n相性不利の時、敵スキルによる３すくみ激化を無効化
MSID_H_相性殺し3: 自分のスキルによる３すくみ激化を無効化\n相性不利の時、敵スキルによる３すくみ激化を反転
MSID_H_攻撃の大紋章1: 周囲２マスの味方は、\n戦闘中、攻撃＋２
MSID_H_攻撃の大紋章2: 周囲２マスの味方は、\n戦闘中、攻撃＋３
MSID_H_剣の技量1: 生存時、自身が武器種・剣なら戦闘で入手ＳＰ１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_剣の技量2: 生存時、自軍の武器種・剣は全員、戦闘で入手ＳＰ１．５倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MSID_H_剣の技量3: 生存時、自軍の武器種・剣は全員、戦闘で入手ＳＰ２倍\n（同系統スキル効果が複数の時は、累積せず最大値適用）
MID_CHAPTER_TITLE_C0013: １２章
MID_CHAPTER_C0013: 仇敵
MID_STAGE_TITLE_S1301: １２章－１節
MID_STAGE_TITLE_S1302: １２章－２節
MID_STAGE_TITLE_S1303: １２章－３節
MID_STAGE_TITLE_S1304: １２章－４節
MID_STAGE_TITLE_S1305: １２章－５節
MID_STAGE_S1301: 水門
MID_STAGE_S1302: 仇敵を追って
MID_STAGE_S1303: 砂漠の砦
MID_STAGE_S1304: 女神の神殿
MID_STAGE_S1305: 帝国皇子ブルーノ
MID_MISSION_S0024HERO03_TITLE: 大英雄戦
MID_MISSION_S0024HERO03_A1: 特殊：三竜将ナーシェン突破
MID_MISSION_H_S0024HERO03_A1: アルフォンスを自軍に入れて、\n大英雄戦・三竜将ナーシェンをクリア。
MID_MISSION_S0024HERO03_A2: 特殊：三竜将ナーシェン突破
MID_MISSION_H_S0024HERO03_A2: 三竜将ナーシェンを自軍に入れて、\n大英雄戦・三竜将ナーシェン\nハードをクリア。
MID_MISSION_S0024HERO03_A3: 特殊：三竜将ナーシェンを撃破
MID_MISSION_H_S0024HERO03_A3: アルフォンスで、\n三竜将ナーシェンを撃破。
MID_MISSION_S0024HERO03_A4: 特殊：三竜将ナーシェンを撃破
MID_MISSION_H_S0024HERO03_A4: 三竜将ナーシェンで、\nレベル３５以上の三竜将ナーシェンを撃破。
MID_MISSION_S0025HOLY02_TITLE: 聖印
MID_MISSION_S0025HOLY02_A1: 敵を撃破
MID_MISSION_H_S0025HOLY02_A1: 敵を撃破。
MID_MISSION_S0025HOLY02_A2: アルフォンスで撃破
MID_MISSION_H_S0025HOLY02_A2: アルフォンスで、敵を撃破。
MID_MISSION_S0025HOLY02_A3: シャロンで撃破
MID_MISSION_H_S0025HOLY02_A3: シャロンで、敵を撃破。
MID_MISSION_S0025HOLY02_A4: アンナで撃破
MID_MISSION_H_S0025HOLY02_A4: アンナで、敵を撃破。
MID_MISSION_S0025HOLY02_B1: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY02_B1: フェリシアで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY02_B2: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY02_B2: ドニで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY02_B3: 特殊：LV２０以上を撃破
MID_MISSION_H_S0025HOLY02_B3: ドーガで、\nレベル２０以上の敵を撃破。
MID_MISSION_S0025HOLY02_C1: 特殊：LV３５以上を撃破
MID_MISSION_H_S0025HOLY02_C1: カザハナで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0025HOLY02_C2: 特殊：LV３５以上を撃破
MID_MISSION_H_S0025HOLY02_C2: バーツで、\nレベル３５以上の敵を撃破。
MID_MISSION_S0027VMAP02_TITLE: コザキユースケ
MID_MISSION_S0027VMAP02_A1: 特殊：挑戦１突破
MID_MISSION_H_S0027VMAP02_A1: 挑戦１を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A2: 特殊：挑戦２突破
MID_MISSION_H_S0027VMAP02_A2: 赤属性の仲間を自軍に入れて、\n挑戦２を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A3: 特殊：挑戦３突破
MID_MISSION_H_S0027VMAP02_A3: 青属性の仲間を自軍に入れて、\n挑戦３を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A4: 特殊：挑戦４突破
MID_MISSION_H_S0027VMAP02_A4: 緑属性の仲間を自軍に入れて、\n挑戦４を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A5: 特殊：挑戦５突破
MID_MISSION_H_S0027VMAP02_A5: 無属性の仲間を自軍に入れて、\n挑戦５を\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A6: 特殊：挑戦１ハード突破
MID_MISSION_H_S0027VMAP02_A6: 挑戦１ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A7: 特殊：挑戦２ハード突破
MID_MISSION_H_S0027VMAP02_A7: 赤属性の仲間を自軍に入れて、\n挑戦２ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A8: 特殊：挑戦３ハード突破
MID_MISSION_H_S0027VMAP02_A8: 青属性の仲間を自軍に入れて、\n挑戦３ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A9: 特殊：挑戦４ハード突破
MID_MISSION_H_S0027VMAP02_A9: 緑属性の仲間を自軍に入れて、\n挑戦４ハードを\n４人全員生存でクリア。
MID_MISSION_S0027VMAP02_A10: 特殊：挑戦５ハード突破
MID_MISSION_H_S0027VMAP02_A10: 無属性の仲間を自軍に入れて、\n挑戦５ハードを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_TITLE: 共鳴の儀式
MID_MISSION_S201705STORY01_A1: 特殊：１１章－１節ルナ突破
MID_MISSION_H_S201705STORY01_A1: 剣の仲間を自軍に入れて、\n１１章－１節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A2: 特殊：１１章－２節ルナ突破
MID_MISSION_H_S201705STORY01_A2: 槍の仲間を自軍に入れて、\n１１章－２節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A3: 特殊：１１章－３節ルナ突破
MID_MISSION_H_S201705STORY01_A3: 斧の仲間を自軍に入れて、\n１１章－３節ルナティックを\n４人全員生存でクリア。
MID_MISSION_S201705STORY01_A4: 特殊：１１章－４節ルナ突破
